time;gFx;gFy;gFz;TgF
11,422000;0,0966;-0,6703;-0,6478;0,937
11,425000;0,0903;-0,6683;-0,6893;0,964
11,436000;0,0776;-0,6458;-0,7533;0,995
11,460000;0,0888;-0,6346;-0,7773;1,007
11,466000;0,1123;-0,6185;-0,7939;1,013
11,467000;0,1274;-0,5989;-0,8017;1,009
11,500000;0,1494;-0,5569;-0,8188;1,001
11,502000;0,1611;-0,5461;-0,8237;1,001
11,503000;0,1709;-0,5290;-0,8325;1,001
11,505000;0,1689;-0,4880;-0,8286;0,976
11,521000;0,1699;-0,4968;-0,8320;0,984
11,526000;0,1812;-0,5046;-0,8354;0,993
11,535000;0,1899;-0,5085;-0,8418;1,002
11,545000;0,1787;-0,5012;-0,8545;1,007
11,555000;0,1670;-0,4988;-0,8906;1,034
11,573000;0,1709;-0,4885;-0,9297;1,064
11,575000;0,1939;-0,4572;-0,9649;1,085
11,606000;0,1968;-0,4352;-0,9580;1,071
11,608000;0,2017;-0,4059;-0,9331;1,037
11,608000;0,2158;-0,3737;-0,9048;1,002
11,627000;0,2554;-0,3326;-0,8950;0,988
11,629000;0,2530;-0,3263;-0,9097;0,999
11,635000;0,2549;-0,3219;-0,9194;1,007
11,645000;0,2520;-0,3458;-0,9058;1,002
11,655000;0,2505;-0,3722;-0,8911;0,998
11,675000;0,2579;-0,3712;-0,8848;0,994
11,677000;0,2535;-0,3634;-0,8779;0,983
11,708000;0,2525;-0,3028;-0,8564;0,943
11,710000;0,2500;-0,2882;-0,8427;0,925
11,711000;0,2505;-0,2628;-0,8462;0,921
11,715000;0,2305;-0,2691;-0,8647;0,935
11,730000;0,2632;-0,3057;-0,8374;0,929
11,738000;0,2725;-0,3131;-0,9014;0,992
11,745000;0,2574;-0,2701;-0,9624;1,032
11,756000;0,2383;-0,1924;-0,8999;0,951
11,765000;0,2872;-0,1919;-0,8784;0,944
11,779000;0,3092;-0,1992;-0,8755;0,950
11,810000;0,3248;-0,2051;-0,8652;0,947
11,812000;0,2613;-0,1983;-0,8598;0,920
11,812000;0,2456;-0,1914;-0,8613;0,916
11,815000;0,2393;-0,1812;-0,8745;0,925
11,831000;0,2720;-0,1782;-0,8466;0,907
11,838000;0,2818;-0,1870;-0,8193;0,886
11,845000;0,2755;-0,1562;-0,8418;0,899
11,855000;0,2833;-0,1230;-0,8936;0,945
11,866000;0,3033;-0,0688;-0,9830;1,031
11,885000;0,2769;-0,0658;-0,9844;1,025
11,887000;0,2549;-0,0610;-0,9747;1,009
11,896000;0,3145;-0,0316;-0,9317;0,984
11,941000;0,2217;-0,0311;-0,9219;0,949
11,943000;0,0825;-0,0663;-1,0636;1,069
11,944000;0,0761;-0,0771;-1,1203;1,125
11,945000;0,2926;-0,0116;-0,8984;0,945
11,946000;0,2813;-0,0018;-0,8804;0,924
11,964000;0,2481;0,0126;-0,9141;0,947
11,965000;0,2530;0,0404;-0,9390;0,973
11,979000;0,2779;0,0624;-0,9610;1,002
11,985000;0,2432;0,0526;-0,9644;0,996
12,012000;0,2193;0,0512;-0,9835;1,009
12,014000;0,2198;0,0727;-0,9923;1,019
12,015000;0,2349;0,0815;-0,9830;1,014
12,034000;0,2398;0,0883;-0,9717;1,005
12,035000;0,2486;0,0986;-0,9493;0,986
12,045000;0,2706;0,1279;-0,9194;0,967
12,069000;0,2452;0,1298;-0,9170;0,958
12,072000;0,2325;0,1318;-0,9287;0,966
12,075000;0,2085;0,1171;-0,9966;1,025
12,085000;0,2129;0,1162;-1,0010;1,030
12,105000;0,2168;0,1220;-0,9864;1,017
12,107000;0,2202;0,1533;-0,9683;1,005
12,115000;0,2354;0,2207;-0,9722;1,024
12,126000;0,2129;0,2129;-0,9204;0,968
12,135000;0,1821;0,2403;-0,9067;0,956
12,145000;0,2364;0,2828;-0,9019;0,974
12,175000;0,2320;0,2769;-0,9209;0,989
12,177000;0,2075;0,2882;-0,8838;0,952
12,178000;0,2246;0,3014;-0,9175;0,991
12,185000;0,1992;0,2681;-0,9097;0,969
12,209000;0,1958;0,2843;-0,9155;0,978
12,211000;0,2149;0,3028;-0,8994;0,973
12,215000;0,2012;0,3199;-0,9077;0,983
12,231000;0,2114;0,3443;-0,9297;1,014
12,235000;0,1831;0,3536;-0,9170;1,000
12,245000;0,1860;0,3668;-0,8877;0,978
12,255000;0,2075;0,3585;-0,8574;0,952
12,273000;0,1548;0,3727;-0,9268;1,011
12,275000;0,2075;0,4220;-0,9048;1,020
12,285000;0,2110;0,4128;-0,8887;1,002
12,308000;0,2544;0,3761;-0,7997;0,920
12,310000;0,2818;0,3683;-0,7885;0,915
12,315000;0,1797;0,3732;-0,8159;0,915
12,329000;0,2212;0,4890;-0,7763;0,944
12,335000;0,1997;0,5071;-0,7958;0,965
12,345000;0,1782;0,5193;-0,8159;0,983
12,356000;0,1914;0,5789;-0,8227;1,024
12,372000;0,1577;0,6380;-0,7875;1,026
12,382000;0,1289;0,6429;-0,8022;1,036
12,406000;0,1245;0,6321;-0,7934;1,022
12,410000;0,1191;0,6165;-0,7660;0,990
12,411000;0,1479;0,6297;-0,7396;0,983
12,415000;0,1435;0,6356;-0,7391;0,985
12,426000;0,1426;0,6380;-0,7538;0,998
12,435000;0,1396;0,6233;-0,7616;0,994
12,446000;0,1274;0,6053;-0,7538;0,975
12,455000;0,1465;0,5911;-0,7260;0,948
12,470000;0,1435;0,5613;-0,7123;0,918
12,476000;0,1435;0,5740;-0,6673;0,892
12,506000;0,1279;0,5799;-0,6722;0,897
12,508000;0,1225;0,5994;-0,6654;0,904
12,508000;0,1440;0,6458;-0,6317;0,915
12,528000;0,1518;0,6370;-0,6229;0,904
12,530000;0,1557;0,6268;-0,6395;0,909
12,535000;0,1294;0,6190;-0,6864;0,933
12,546000;0,1069;0,6307;-0,7401;0,978
12,555000;0,1162;0,6361;-0,7216;0,969
12,565000;0,1176;0,6429;-0,7220;0,974
12,574000;0,1460;0,6541;-0,7030;0,971
12,593000;0,1650;0,6600;-0,6976;0,974
12,594000;0,1929;0,6615;-0,7054;0,986
12,605000;0,1948;0,6532;-0,7279;0,997
12,626000;0,1836;0,6312;-0,7787;1,019
12,627000;0,1611;0,6204;-0,7914;1,018
12,634000;0,1650;0,6194;-0,7592;0,994
12,645000;0,1504;0,6067;-0,7142;0,949
12,655000;0,1557;0,5584;-0,5862;0,824
12,672000;0,1113;0,6282;-0,6004;0,876
12,677000;0,0810;0,7362;-0,5955;0,950
12,712000;0,0453;0,8344;-0,5857;1,020
12,713000;0,0644;0,8032;-0,5696;0,987
12,715000;0,1054;0,7944;-0,5794;0,989
12,716000;0,1567;0,7988;-0,6800;1,061
12,725000;0,1719;0,6844;-0,7157;1,005
12,735000;0,2598;0,7005;-0,6512;0,991
12,745000;0,1987;0,6927;-0,7675;1,053
12,755000;0,1675;0,7318;-0,7748;1,079
12,773000;0,1328;0,7949;-0,8051;1,139
12,775000;0,1303;0,7890;-0,7826;1,119
12,810000;0,0590;0,7352;-0,7235;1,033
12,812000;0,1118;0,7382;-0,5022;0,900
12,813000;0,1118;0,7367;-0,4953;0,895
12,814000;0,1137;0,7465;-0,5007;0,906
12,831000;0,0820;0,7709;-0,5691;0,962
12,835000;0,0785;0,7968;-0,5750;0,986
12,845000;0,0834;0,8085;-0,5266;0,969
12,855000;0,0644;0,8129;-0,5129;0,963
12,865000;0,0859;0,8481;-0,4724;0,975
12,880000;0,0663;0,8276;-0,4685;0,953
12,919000;0,0732;0,8251;-0,4763;0,956
12,921000;0,0624;0,8422;-0,4851;0,974
12,922000;0,0741;0,8657;-0,4939;0,999
12,922000;0,0678;0,8628;-0,4983;0,999
12,924000;0,0478;0,8686;-0,4973;1,002
12,941000;0,0561;0,8896;-0,4259;0,988
12,944000;0,0483;0,8887;-0,4001;0,976
12,955000;0,0395;0,8872;-0,3776;0,965
12,965000;-0,0224;0,8823;-0,3927;0,966
12,982000;0,0326;0,9190;-0,3248;0,975
12,988000;0,0316;0,9185;-0,3380;0,979
12,995000;0,0355;0,9165;-0,3786;0,992
13,020000;0,0248;0,8975;-0,4548;1,006
13,022000;0,0160;0,8940;-0,4450;0,999
13,025000;0,0268;0,8843;-0,3844;0,965
13,042000;0,0287;0,8735;-0,3233;0,932
13,044000;0,0121;0,8559;-0,2867;0,903
13,054000;0,0000;0,8579;-0,2906;0,906
13,065000;0,0028;0,8593;-0,2613;0,898
13,083000;-0,0053;0,8569;-0,2359;0,889
13,087000;-0,0062;0,9126;-0,2144;0,937
13,119000;-0,0209;0,9610;-0,2300;0,988
13,120000;-0,0375;0,9962;-0,2388;1,025
13,121000;-0,0194;1,0255;-0,2256;1,050
13,124000;-0,0248;1,0128;-0,2237;1,037
13,134000;-0,0184;1,0006;-0,2325;1,027
13,144000;-0,0038;0,9849;-0,2408;1,014
13,167000;-0,0302;0,9546;-0,2823;0,996
13,170000;-0,0228;0,9615;-0,2955;1,006
13,212000;0,0062;0,9610;-0,2691;0,998
13,214000;-0,0170;0,9634;-0,2921;1,007
13,215000;-0,0165;0,9629;-0,2779;1,002
13,216000;-0,0233;0,9747;-0,2491;1,006
13,216000;-0,0370;0,9800;-0,2134;1,004
13,234000;-0,0194;0,9879;-0,1298;0,997
13,235000;-0,0355;0,9624;-0,1000;0,968
13,244000;-0,0575;0,9468;-0,1035;0,954
13,264000;-0,0272;0,9610;-0,1098;0,968
13,266000;-0,0258;0,9815;-0,1269;0,990
13,298000;-0,0424;1,0089;-0,1509;1,021
13,299000;-0,0570;1,0094;-0,1391;1,020
13,300000;-0,0013;0,9981;-0,0492;0,999
13,304000;-0,0140;0,9659;-0,0307;0,966
13,320000;-0,0268;0,9566;-0,0443;0,958
13,325000;-0,0341;0,9302;-0,0399;0,932
13,334000;-0,0048;0,9072;-0,0390;0,908
13,344000;-0,0443;0,8994;-0,0600;0,903
13,354000;-0,0668;0,9243;-0,0717;0,930
13,367000;-0,0517;0,9444;-0,0282;0,946
13,403000;-0,0649;0,9551;-0,0180;0,957
13,405000;-0,0732;0,9727;-0,0136;0,976
13,406000;-0,0800;0,9747;0,0136;0,978
13,406000;-0,0634;0,9864;0,0815;0,992
13,414000;-0,0248;0,9952;0,0922;1,000
13,426000;-0,0243;0,9761;0,0961;0,981
13,434000;-0,0888;0,9923;0,0888;1,000
13,444000;-0,0746;1,0191;0,1000;1,027
13,454000;-0,0712;1,0269;0,1079;1,035
13,473000;-0,0624;1,0211;0,1274;1,031
13,485000;-0,0561;0,9737;0,1528;0,987
13,486000;-0,0419;0,9527;0,1606;0,967
13,508000;-0,0463;0,9576;0,1470;0,970
13,510000;-0,0175;0,9092;0,1538;0,922
13,514000;-0,0048;0,8945;0,1768;0,912
13,524000;-0,0126;0,8833;0,1958;0,905
13,534000;-0,0238;0,8642;0,2188;0,892
13,547000;-0,0219;0,8808;0,2500;0,916
13,555000;-0,0165;0,8921;0,2642;0,931
13,565000;-0,0287;0,9121;0,2779;0,954
13,575000;-0,0258;0,9204;0,2989;0,968
13,600000;-0,0048;0,8711;0,3522;0,940
13,602000;-0,0082;0,8530;0,3658;0,928
13,604000;-0,0214;0,8378;0,3693;0,916
13,630000;0,0101;0,8510;0,3595;0,924
13,632000;-0,0297;0,8295;0,3654;0,907
13,634000;-0,0634;0,8569;0,3805;0,940
13,652000;-0,0502;0,8999;0,3830;0,979
13,655000;-0,0424;0,9180;0,3649;0,989
13,667000;-0,0341;0,9253;0,3878;1,004
13,675000;-0,0140;0,9170;0,3991;1,000
13,696000;0,0126;0,9131;0,3869;0,992
13,697000;-0,0355;0,8608;0,4245;0,960
13,704000;-0,0106;0,8794;0,4699;0,997
13,736000;0,0155;0,8877;0,4553;0,998
13,738000;-0,0184;0,8633;0,4211;0,961
13,738000;-0,0233;0,8569;0,4660;0,976
13,744000;-0,0541;0,8383;0,5193;0,988
13,758000;-0,0180;0,8520;0,5344;1,006
13,766000;0,0023;0,8193;0,5173;0,969
13,774000;-0,0121;0,8080;0,5134;0,957
13,789000;0,0224;0,8076;0,4973;0,949
13,794000;0,0072;0,7870;0,5100;0,938
13,824000;0,0101;0,7821;0,5540;0,959
13,825000;-0,0106;0,7694;0,5916;0,971
13,826000;-0,0170;0,7646;0,6111;0,979
13,846000;-0,0116;0,7646;0,6072;0,976
13,850000;-0,0067;0,7621;0,6160;0,980
13,855000;0,0038;0,7611;0,6170;0,980
13,866000;0,0131;0,7460;0,6082;0,963
13,875000;0,0111;0,7313;0,6233;0,961
13,894000;0,0053;0,7162;0,6507;0,968
13,896000;-0,0106;0,7123;0,6585;0,970
13,938000;0,0082;0,7245;0,6238;0,956
13,939000;-0,0023;0,7240;0,6297;0,960
13,940000;-0,0204;0,7128;0,6483;0,964
13,941000;0,0199;0,6922;0,6717;0,965
13,944000;0,0145;0,6649;0,6952;0,962
13,960000;0,0018;0,6707;0,7137;0,979
13,964000;0,0028;0,6624;0,7015;0,965
13,974000;0,0111;0,6468;0,7220;0,969
13,992000;0,0209;0,6365;0,7406;0,977
13,994000;0,0145;0,6273;0,7362;0,967
14,029000;0,0145;0,6111;0,7416;0,961
14,031000;0,0209;0,6043;0,7636;0,974
14,032000;0,0184;0,5833;0,7543;0,954
14,034000;0,0189;0,5628;0,7597;0,946
14,044000;0,0082;0,5149;0,7655;0,923
14,054000;-0,0053;0,5139;0,7758;0,931
14,064000;-0,0097;0,5110;0,7846;0,936
14,076000;0,0004;0,5139;0,8002;0,951
14,110000;0,0062;0,5027;0,8207;0,962
14,112000;0,0072;0,4992;0,8149;0,956
14,113000;0,0126;0,4919;0,8085;0,946
14,114000;0,0263;0,4538;0,8369;0,952
14,132000;0,0189;0,4308;0,8496;0,953
14,136000;0,0233;0,4259;0,8554;0,956
14,146000;0,0263;0,4225;0,8637;0,962
14,153000;0,0331;0,4338;0,8965;0,996
14,163000;0,0326;0,4274;0,8896;0,988
14,178000;0,0263;0,4196;0,8706;0,967
14,184000;0,0311;0,3839;0,8642;0,946
14,220000;0,0321;0,3590;0,8623;0,935
14,222000;0,0302;0,3478;0,8701;0,938
14,222000;0,0395;0,3610;0,8686;0,941
14,224000;0,0463;0,3683;0,8711;0,947
14,233000;0,0517;0,3624;0,8813;0,954
14,243000;0,0600;0,3536;0,8794;0,950
14,254000;0,0722;0,3370;0,8730;0,939
14,263000;0,0741;0,2882;0,9028;0,951
14,273000;0,0776;0,2774;0,9263;0,970
14,284000;0,0751;0,2779;0,9273;0,971
14,303000;0,0585;0,2930;0,9497;0,996
14,307000;0,0522;0,2970;0,9639;1,010
14,313000;0,0570;0,2896;0,9776;1,021
14,345000;0,0541;0,2828;0,9678;1,010
14,347000;0,0776;0,2559;0,9346;0,972
14,348000;0,0756;0,2232;0,9356;0,965
14,353000;0,0761;0,2188;0,9346;0,963
14,367000;0,0947;0,2139;0,9708;0,999
14,382000;0,0883;0,2168;0,9781;1,006
14,384000;0,0785;0,2290;0,9805;1,010
14,419000;0,0751;0,2285;0,9815;1,011
14,421000;0,0756;0,2066;0,9712;0,996
14,422000;0,0751;0,1909;0,9732;0,995
14,422000;0,0883;0,1870;0,9576;0,980
14,433000;0,1069;0,1787;0,9546;0,977
14,443000;0,1123;0,1968;0,9815;1,007
14,453000;0,1005;0,1929;1,0094;1,033
14,464000;0,0971;0,1880;1,0108;1,033
14,491000;0,1059;0,1572;0,9859;1,004
14,494000;0,0976;0,1176;0,9668;0,979
14,495000;0,0839;0,1000;0,9209;0,930
14,503000;0,0815;0,0971;0,9229;0,932
14,532000;0,0825;0,1518;0,9966;1,012
14,534000;0,0746;0,1763;1,0343;1,052
14,535000;0,0639;0,1987;1,0519;1,072
14,554000;0,0722;0,1597;1,0870;1,101
14,556000;0,1386;0,1245;1,1711;1,186
14,563000;0,1127;0,1259;1,0895;1,103
14,573000;0,1005;0,1406;0,9488;0,964
14,587000;0,1377;0,1714;0,9463;0,972
14,622000;0,1367;0,1245;0,9947;1,012
14,624000;0,1308;0,0912;0,9996;1,012
14,625000;0,1255;0,1230;0,9698;0,986
14,626000;0,1142;0,1255;0,9761;0,991
14,633000;0,1069;0,1191;0,9844;0,997
14,645000;0,0947;0,0878;1,0245;1,033
14,652000;0,0844;0,0810;1,0221;1,029
14,662000;0,0893;0,0937;1,0108;1,019
14,673000;0,0952;0,1030;0,9966;1,006
14,695000;0,1079;0,1015;0,9815;0,993
14,696000;0,1274;0,0922;0,9551;0,968
14,703000;0,1269;0,0869;0,9634;0,976
14,734000;0,1069;0,0795;0,9297;0,939
14,735000;0,1103;0,0697;0,9673;0,976
14,736000;0,1191;0,0805;0,9546;0,965
14,756000;0,0991;0,0741;0,9624;0,970
14,757000;0,1010;0,0668;0,9742;0,982
14,762000;0,1382;0,0536;1,0558;1,066
14,772000;0,0996;0,0683;0,9043;0,912
14,791000;0,1225;0,0898;0,8667;0,880
14,795000;0,0927;0,0693;0,9717;0,979
14,802000;0,0707;0,0346;1,0181;1,021
14,830000;0,0717;0,0419;1,0191;1,023
14,833000;0,0605;0,0395;0,9541;0,957
14,834000;0,0531;0,0399;0,9097;0,912
14,842000;0,0678;0,0429;0,9278;0,931
14,852000;0,0883;0,0248;0,9708;0,975
14,863000;0,0952;-0,0737;0,9966;1,004
14,872000;0,0077;0,0483;0,9683;0,970
14,900000;0,1098;0,0722;0,9712;0,980
14,902000;0,0556;0,0219;0,9825;0,984
14,903000;0,0409;0,0189;1,0953;1,096
14,946000;0,0473;0,0453;1,1188;1,121
14,948000;0,1294;0,1211;0,9043;0,921
14,949000;0,1978;0,0996;1,0294;1,053
14,949000;0,0580;-0,0038;1,2097;1,211
14,952000;0,0018;0,0409;1,0436;1,044
14,970000;-0,0590;0,0311;0,9756;0,978
14,974000;0,0487;-0,0619;1,0743;1,077
14,985000;0,0365;-0,0497;1,3558;1,357
14,993000;0,0531;-0,0106;0,8618;0,863
15,013000;0,0492;-0,0228;1,0421;1,044
15,015000;0,0321;-0,0404;0,9795;0,981
15,023000;0,0189;-0,0194;0,9835;0,984
15,053000;-0,0067;0,0009;0,9839;0,984
15,055000;-0,0140;0,0585;0,9815;0,983
15,056000;0,0238;0,0614;0,9835;0,986
15,062000;0,0316;-0,0126;0,9864;0,987
15,076000;0,0292;-0,0033;0,9815;0,982
15,091000;0,0316;-0,0057;0,9839;0,984
15,092000;0,0316;-0,0038;0,9869;0,987
15,128000;0,0307;-0,0038;0,9839;0,984
15,129000;0,0311;-0,0018;0,9825;0,983
15,131000;0,0307;-0,0043;0,9820;0,982
15,133000;0,0292;-0,0043;0,9869;0,987
15,142000;0,0302;-0,0048;0,9839;0,984
15,152000;0,0297;-0,0028;0,9839;0,984
15,162000;0,0307;-0,0057;0,9869;0,987
15,177000;0,0316;-0,0057;0,9825;0,983
15,212000;0,0292;-0,0057;0,9869;0,987
15,214000;0,0302;-0,0033;0,9854;0,986
15,215000;0,0307;-0,0023;0,9835;0,984
15,216000;0,0297;-0,0028;0,9854;0,986
15,222000;0,0307;-0,0057;0,9849;0,985
15,234000;0,0321;-0,0072;0,9849;0,985
15,242000;0,0326;-0,0043;0,9844;0,985
15,253000;0,0297;-0,0043;0,9844;0,985
15,263000;0,0297;-0,0043;0,9859;0,986
15,273000;0,0311;-0,0013;0,9839;0,984
15,303000;0,0302;-0,0048;0,9844;0,985
15,306000;0,0302;-0,0028;0,9854;0,986
15,307000;0,0297;-0,0057;0,9830;0,983
15,314000;0,0302;-0,0043;0,9844;0,985
15,364000;0,0302;-0,0057;0,9849;0,985
15,365000;0,0297;-0,0028;0,9844;0,985
15,366000;0,0287;-0,0028;0,9849;0,985
15,367000;0,0292;-0,0043;0,9825;0,983
15,367000;0,0316;-0,0057;0,9830;0,983
15,386000;0,0302;-0,0028;0,9849;0,985
15,388000;0,0311;-0,0033;0,9839;0,984
15,392000;0,0307;-0,0033;0,9830;0,983
15,413000;0,0302;-0,0048;0,9830;0,983
15,415000;0,0307;-0,0033;0,9854;0,986
15,460000;0,0307;-0,0053;0,9849;0,985
15,462000;0,0302;-0,0043;0,9844;0,985
15,463000;0,0297;-0,0048;0,9835;0,984
15,464000;0,0297;-0,0057;0,9844;0,985
15,464000;0,0307;-0,0062;0,9844;0,985
15,483000;0,0292;-0,0043;0,9835;0,984
15,485000;0,0307;-0,0023;0,9835;0,984
15,497000;0,0297;-0,0018;0,9854;0,986
15,502000;0,0307;-0,0062;0,9835;0,984
15,535000;0,0302;-0,0038;0,9849;0,985
15,536000;0,0307;-0,0018;0,9830;0,983
15,537000;0,0307;-0,0048;0,9844;0,985
15,542000;0,0302;-0,0043;0,9844;0,985
15,552000;0,0292;-0,0048;0,9844;0,985
15,562000;0,0307;-0,0043;0,9844;0,985
15,578000;0,0302;-0,0062;0,9849;0,985
15,582000;0,0307;-0,0048;0,9844;0,985
15,609000;0,0292;-0,0033;0,9835;0,984
15,611000;0,0311;-0,0048;0,9742;0,975
15,611000;0,0297;-0,0097;0,9996;1,000
15,631000;0,0316;-0,0057;0,9844;0,985
15,632000;0,0311;-0,0048;0,9869;0,987
15,641000;0,0302;-0,0043;0,9844;0,985
15,651000;0,0302;-0,0038;0,9854;0,986
15,661000;0,0307;-0,0053;0,9835;0,984
15,682000;0,0311;-0,0048;0,9795;0,980
15,683000;0,0307;-0,0043;0,9825;0,983
15,710000;0,0292;-0,0048;0,9835;0,984
15,711000;0,0297;-0,0023;0,9864;0,987
15,711000;0,0311;-0,0067;0,9835;0,984
15,732000;0,0316;-0,0033;0,9859;0,986
15,733000;0,0307;-0,0048;0,9830;0,983
